id,packets_sent,packets_received,packets_lost,packets_duplicate,packets_discarded,acks_sent,acks_received,acks_lost,retransmits,sender_paused,start,end,buffer_capacity,payload_len,type
3ToV6FYLJzafPLLm,10,0,0,0,0,0,8,0,0,0,1763119468831359,1763119468831999,25,10240,RCV
3ToV6FYLJzafPLLm,0,155,0,0,145,158,0,0,0,0,1763119468831195,1763119468832036,25,10240,RCV
3ToV6FYLJzafPLLm,4,0,0,0,0,0,6,0,0,3,1763119468832124,1763119468832597,25,10240,RCV
3ToV6FYLJzafPLLm,16,0,0,0,0,0,21,0,0,5,1763119468832632,1763119468834081,25,10240,RCV
3ToV6FYLJzafPLLm,14,0,0,0,0,0,6,0,0,0,1763119468834111,1763119468834525,25,10240,RCV
3ToV6FYLJzafPLLm,9,0,0,0,0,0,5,0,0,1,1763119468834575,1763119468834891,25,10240,RCV
3ToV6FYLJzafPLLm,0,59,0,0,1,40,0,0,0,0,1763119468832320,1763119468835242,25,10240,RCV
3ToV6FYLJzafPLLm,11,0,0,0,0,0,10,0,0,3,1763119468834923,1763119468835921,25,10240,RCV
3ToV6FYLJzafPLLm,0,13,0,0,4,14,0,0,0,0,1763119468835520,1763119468836297,25,10240,RCV
3ToV6FYLJzafPLLm,9,0,0,0,0,0,6,0,0,1,1763119468835957,1763119468836370,25,10240,RCV
3ToV6FYLJzafPLLm,0,12,0,0,5,12,0,0,0,0,1763119468836636,1763119468837113,25,10240,RCV
3ToV6FYLJzafPLLm,8,0,0,0,0,0,11,0,0,5,1763119468836418,1763119468837147,25,10240,RCV
3ToV6FYLJzafPLLm,9,0,0,0,0,0,9,0,0,4,1763119468837180,1763119468837704,25,10240,RCV
3ToV6FYLJzafPLLm,7,0,0,0,0,0,18,0,0,1,1763119468837742,1763119468838209,25,10240,RCV
3ToV6FYLJzafPLLm,12,0,0,0,0,0,1,0,0,1,1763119468838234,1763119468839027,25,10240,RCV
3ToV6FYLJzafPLLm,0,30,0,0,0,29,0,0,0,0,1763119468837298,1763119468839130,25,10240,RCV
3ToV6FYLJzafPLLm,6,0,0,0,0,0,19,0,0,2,1763119468839057,1763119468839988,25,10240,RCV
3ToV6FYLJzafPLLm,14,0,0,0,0,0,1,0,0,2,1763119468840016,1763119468840391,25,10240,RCV
3ToV6FYLJzafPLLm,0,21,0,0,1,20,0,0,0,0,1763119468839279,1763119468840565,25,10240,RCV
3ToV6FYLJzafPLLm,10,0,0,0,0,0,19,0,0,2,1763119468840426,1763119468841287,25,10240,RCV
3ToV6FYLJzafPLLm,7,0,0,0,0,0,4,0,0,0,1763119468841320,1763119468841667,25,10240,RCV
3ToV6FYLJzafPLLm,0,11,0,0,7,26,0,0,0,0,1763119468841021,1763119468841767,25,10240,RCV
3ToV6FYLJzafPLLm,0,1,0,0,2,4,0,0,0,0,1763119468842017,1763119468842058,25,10240,RCV
3ToV6FYLJzafPLLm,9,0,0,0,0,0,9,0,0,0,1763119468841698,1763119468842286,25,10240,RCV
3ToV6FYLJzafPLLm,0,20,0,0,0,2,0,0,0,0,1763119468842298,1763119468842992,25,10240,RCV
3ToV6FYLJzafPLLm,0,2,0,0,0,5,0,0,0,0,1763119468843302,1763119468843363,25,10240,RCV
3ToV6FYLJzafPLLm,10,0,0,0,0,0,9,0,0,3,1763119468842318,1763119468843524,25,10240,RCV
3ToV6FYLJzafPLLm,10,0,0,0,0,0,8,0,0,5,1763119468843570,1763119468844188,25,10240,RCV
3ToV6FYLJzafPLLm,9,0,0,0,0,0,12,0,0,4,1763119468844216,1763119468844929,25,10240,RCV
3ToV6FYLJzafPLLm,0,27,0,0,0,23,0,0,0,0,1763119468843707,1763119468845199,25,10240,RCV
3ToV6FYLJzafPLLm,10,0,0,0,0,0,20,0,0,2,1763119468844979,1763119468846108,25,10240,RCV
3ToV6FYLJzafPLLm,6,0,0,0,0,0,0,0,0,0,1763119468846147,1763119468846232,25,10240,RCV
3ToV6FYLJzafPLLm,0,12,0,0,0,19,0,0,0,0,1763119468845418,1763119468846233,25,10240,RCV
3ToV6FYLJzafPLLm,14,0,0,0,0,0,18,0,0,4,1763119468846255,1763119468847379,25,10240,RCV
3ToV6FYLJzafPLLm,7,0,0,0,0,0,7,0,0,0,1763119468847409,1763119468847803,25,10240,RCV
3ToV6FYLJzafPLLm,0,24,0,0,4,23,0,0,0,0,1763119468846687,1763119468847902,25,10240,RCV
3ToV6FYLJzafPLLm,10,0,0,0,0,0,14,0,0,3,1763119468847838,1763119468849075,25,10240,RCV
3ToV6FYLJzafPLLm,0,10,0,0,0,23,0,0,0,0,1763119468848072,1763119468849456,25,10240,RCV
3ToV6FYLJzafPLLm,0,1,0,0,1,0,0,0,0,0,1763119468849612,1763119468849634,25,10240,RCV
3ToV6FYLJzafPLLm,4,0,0,0,0,0,14,0,0,0,1763119468849125,1763119468849863,25,10240,RCV
3ToV6FYLJzafPLLm,7,0,0,0,0,0,0,0,0,0,1763119468849913,1763119468849968,25,10240,RCV
3ToV6FYLJzafPLLm,16,0,0,0,0,0,6,0,0,3,1763119468850015,1763119468850717,25,10240,RCV
3ToV6FYLJzafPLLm,0,20,0,0,0,18,0,0,0,0,1763119468849704,1763119468850864,25,10240,RCV
3ToV6FYLJzafPLLm,5,0,0,0,0,0,9,0,0,0,1763119468850777,1763119468851195,25,10240,RCV
3ToV6FYLJzafPLLm,0,20,0,0,0,23,0,0,0,0,1763119468851677,1763119468852418,25,10240,RCV
3ToV6FYLJzafPLLm,15,0,0,0,0,0,23,0,0,3,1763119468851224,1763119468852601,25,10240,RCV
3ToV6FYLJzafPLLm,0,7,0,0,4,11,0,0,0,0,1763119468852812,1763119468855121,25,10240,RCV
3ToV6FYLJzafPLLm,8,0,0,0,0,0,12,0,0,0,1763119468852637,1763119468855309,25,10240,RCV
3ToV6FYLJzafPLLm,1,0,0,0,0,0,0,0,0,0,1763119468855350,1763119468855386,25,10240,RCV
3ToV6FYLJzafPLLm,0,12,0,0,0,2,0,0,0,0,1763119468855305,1763119468855709,25,10240,RCV
3ToV6FYLJzafPLLm,0,15,0,0,0,2,0,0,0,0,1763119468855884,1763119468856702,25,10240,RCV
3ToV6FYLJzafPLLm,18,0,0,0,0,0,5,0,0,2,1763119468855424,1763119468856844,25,10240,RCV
3ToV6FYLJzafPLLm,0,6,0,0,0,29,0,0,0,0,1763119468856863,1763119468857890,25,10240,RCV
3ToV6FYLJzafPLLm,0,0,0,0,0,2,0,0,0,0,1763119468858042,1763119468858126,25,10240,RCV
3ToV6FYLJzafPLLm,11,0,0,0,0,0,29,0,0,2,1763119468856879,1763119468858235,25,10240,RCV
3ToV6FYLJzafPLLm,0,4,0,0,0,0,0,0,0,0,1763119468858203,1763119468858321,25,10240,RCV
3ToV6FYLJzafPLLm,4,0,0,0,0,0,1,0,0,0,1763119468858317,1763119468858537,25,10240,RCV
3ToV6FYLJzafPLLm,2,0,0,0,0,0,0,0,0,0,1763119468858707,1763119468858813,25,10240,RCV
3ToV6FYLJzafPLLm,0,11,0,0,0,4,0,0,0,0,1763119468858436,1763119468859031,25,10240,RCV
3ToV6FYLJzafPLLm,13,0,0,0,0,0,12,0,0,5,1763119468858849,1763119468859938,25,10240,RCV
3ToV6FYLJzafPLLm,0,22,0,0,0,26,0,0,0,0,1763119468859124,1763119468860387,25,10240,RCV
3ToV6FYLJzafPLLm,7,0,0,0,0,0,22,0,0,0,1763119468859977,1763119468860797,25,10240,RCV
3ToV6FYLJzafPLLm,3,0,0,0,0,0,0,0,0,0,1763119468860830,1763119468860866,25,10240,RCV
3ToV6FYLJzafPLLm,0,26,0,0,8,8,0,0,0,0,1763119468861350,1763119468861978,25,10240,RCV
3ToV6FYLJzafPLLm,19,0,0,0,0,0,4,0,0,2,1763119468860884,1763119468861970,25,10240,RCV
3ToV6FYLJzafPLLm,10,0,0,0,0,0,15,0,0,2,1763119468862036,1763119468862854,25,10240,RCV
3ToV6FYLJzafPLLm,0,12,0,0,0,19,0,0,0,0,1763119468862118,1763119468863028,25,10240,RCV
3ToV6FYLJzafPLLm,0,1,0,0,3,19,0,0,0,0,1763119468863313,1763119468863753,25,10240,RCV
3ToV6FYLJzafPLLm,7,0,0,0,0,0,25,0,0,0,1763119468862919,1763119468863980,25,10240,RCV
3ToV6FYLJzafPLLm,0,5,0,0,3,6,0,0,0,0,1763119468864086,1763119468864233,25,10240,RCV
3ToV6FYLJzafPLLm,1,0,0,0,0,0,3,0,0,0,1763119468864125,1763119468864359,25,10240,RCV
3ToV6FYLJzafPLLm,5,0,0,0,0,0,0,0,0,0,1763119468864387,1763119468864427,25,10240,RCV
3ToV6FYLJzafPLLm,20,0,0,0,0,0,5,0,0,3,1763119468864466,1763119468865412,25,10240,RCV
3ToV6FYLJzafPLLm,10,0,0,0,0,0,16,0,0,1,1763119468865447,1763119468866187,25,10240,RCV
3ToV6FYLJzafPLLm,0,42,0,0,0,21,0,0,0,0,1763119468864308,1763119468866473,25,10240,RCV
3ToV6FYLJzafPLLm,9,0,0,0,0,0,4,0,0,3,1763119468866237,1763119468866999,25,10240,RCV
3ToV6FYLJzafPLLm,9,0,0,0,0,0,12,0,0,6,1763119468867036,1763119468867889,25,10240,RCV
3ToV6FYLJzafPLLm,0,20,0,0,2,19,0,0,0,0,1763119468866658,1763119468868102,25,10240,RCV
3ToV6FYLJzafPLLm,9,0,0,0,0,0,9,0,0,2,1763119468867998,1763119468868652,25,10240,RCV
3ToV6FYLJzafPLLm,0,11,0,0,0,9,0,0,0,0,1763119468868415,1763119468868975,25,10240,RCV
3ToV6FYLJzafPLLm,8,0,0,0,0,0,19,0,0,3,1763119468868720,1763119468869498,25,10240,RCV
3ToV6FYLJzafPLLm,9,0,0,0,0,0,0,0,0,0,1763119468869532,1763119468869792,25,10240,RCV
3ToV6FYLJzafPLLm,10,0,0,0,0,0,16,0,0,5,1763119468869820,1763119468870898,25,10240,RCV
3ToV6FYLJzafPLLm,9,0,0,0,0,0,4,0,0,2,1763119468870934,1763119468871368,25,10240,RCV
3ToV6FYLJzafPLLm,3,0,0,0,0,0,19,0,0,3,1763119468871433,1763119468872124,25,10240,RCV
3ToV6FYLJzafPLLm,0,56,0,0,2,51,0,0,0,0,1763119468869650,1763119468873585,25,10240,RCV
3ToV6FYLJzafPLLm,13,0,0,0,0,0,7,0,0,1,1763119468872156,1763119468874029,25,10240,RCV
3ToV6FYLJzafPLLm,7,0,0,0,0,0,13,0,0,0,1763119468874060,1763119468874586,25,10240,RCV
3ToV6FYLJzafPLLm,5,0,0,0,0,0,1,0,0,0,1763119468874632,1763119468874751,25,10240,RCV
3ToV6FYLJzafPLLm,0,23,0,0,2,26,0,0,0,0,1763119468873813,1763119468875567,25,10240,RCV
3ToV6FYLJzafPLLm,15,0,0,0,0,0,16,0,0,4,1763119468874774,1763119468876120,25,10240,RCV
3ToV6FYLJzafPLLm,10,0,0,0,0,0,2,0,0,1,1763119468876143,1763119468876659,25,10240,RCV
3ToV6FYLJzafPLLm,3,0,0,0,0,0,22,0,0,1,1763119468876698,1763119468877465,25,10240,RCV
3ToV6FYLJzafPLLm,10,0,0,0,0,0,0,0,0,0,1763119468877495,1763119468877607,25,10240,RCV
3ToV6FYLJzafPLLm,0,30,0,0,0,38,0,0,0,0,1763119468875734,1763119468877883,25,10240,RCV
3ToV6FYLJzafPLLm,16,0,0,0,0,0,9,0,0,5,1763119468877631,1763119468878532,25,10240,RCV
3ToV6FYLJzafPLLm,0,20,0,0,8,16,0,0,0,0,1763119468878206,1763119468879306,25,10240,RCV
3ToV6FYLJzafPLLm,5,0,0,0,0,0,9,0,0,2,1763119468878572,1763119468879361,25,10240,RCV
3ToV6FYLJzafPLLm,15,0,0,0,0,0,13,0,0,1,1763119468879387,1763119468880017,25,10240,RCV
3ToV6FYLJzafPLLm,0,19,0,0,1,16,0,0,0,0,1763119468879424,1763119468880565,25,10240,RCV
3ToV6FYLJzafPLLm,9,0,0,0,0,0,20,0,0,2,1763119468880047,1763119468881197,25,10240,RCV
3ToV6FYLJzafPLLm,3,0,0,0,0,0,1,0,0,0,1763119468881276,1763119468881460,25,10240,RCV
3ToV6FYLJzafPLLm,0,21,0,0,2,22,0,0,0,0,1763119468880813,1763119468881887,25,10240,RCV
3ToV6FYLJzafPLLm,14,0,0,0,0,0,11,0,0,3,1763119468881496,1763119468883077,25,10240,RCV
3ToV6FYLJzafPLLm,0,5,0,0,0,22,0,0,0,0,1763119468882392,1763119468883437,25,10240,RCV
3ToV6FYLJzafPLLm,7,0,0,0,0,0,16,0,0,0,1763119468883130,1763119468883719,25,10240,RCV
3ToV6FYLJzafPLLm,2,0,0,0,0,0,0,0,0,0,1763119468883780,1763119468883826,25,10240,RCV
3ToV6FYLJzafPLLm,17,0,0,0,0,0,8,0,0,4,1763119468883842,1763119468884998,25,10240,RCV
3ToV6FYLJzafPLLm,0,26,0,0,0,12,0,0,0,0,1763119468883715,1763119468885168,25,10240,RCV
3ToV6FYLJzafPLLm,10,0,0,0,0,0,10,0,0,6,1763119468885032,1763119468886029,25,10240,RCV
3ToV6FYLJzafPLLm,0,15,0,0,1,12,0,0,0,0,1763119468885388,1763119468886333,25,10240,RCV
3ToV6FYLJzafPLLm,9,0,0,0,0,0,12,0,0,7,1763119468886062,1763119468887003,25,10240,RCV
3ToV6FYLJzafPLLm,6,0,0,0,0,0,7,0,0,0,1763119468887062,1763119468887443,25,10240,RCV
3ToV6FYLJzafPLLm,0,22,0,0,5,20,0,0,0,0,1763119468886618,1763119468887818,25,10240,RCV
3ToV6FYLJzafPLLm,10,0,0,0,0,0,21,0,0,5,1763119468887470,1763119468888629,25,10240,RCV
3ToV6FYLJzafPLLm,0,15,0,0,1,29,0,0,0,0,1763119468888042,1763119468889217,25,10240,RCV
3ToV6FYLJzafPLLm,11,0,0,0,0,0,14,0,0,1,1763119468888665,1763119468889589,25,10240,RCV
3ToV6FYLJzafPLLm,4,0,0,0,0,0,1,0,0,0,1763119468889718,1763119468889818,25,10240,RCV
3ToV6FYLJzafPLLm,19,0,0,0,0,0,1,0,0,1,1763119468889854,1763119468890071,25,10240,RCV
3ToV6FYLJzafPLLm,0,22,0,0,0,21,0,0,0,0,1763119468889371,1763119468890702,25,10240,RCV
3ToV6FYLJzafPLLm,8,0,0,0,0,0,17,0,0,2,1763119468890094,1763119468891173,25,10240,RCV
3ToV6FYLJzafPLLm,10,0,0,0,0,0,4,0,0,1,1763119468891201,1763119468891751,25,10240,RCV
3ToV6FYLJzafPLLm,0,20,0,0,0,11,0,0,0,0,1763119468890831,1763119468892011,25,10240,RCV
3ToV6FYLJzafPLLm,11,0,0,0,0,0,18,0,0,2,1763119468891786,1763119468892565,25,10240,RCV
3ToV6FYLJzafPLLm,9,0,0,0,0,0,7,0,0,0,1763119468892611,1763119468892941,25,10240,RCV
3ToV6FYLJzafPLLm,0,26,0,0,1,22,0,0,0,0,1763119468892137,1763119468893360,25,10240,RCV
3ToV6FYLJzafPLLm,9,0,0,0,0,0,14,0,0,2,1763119468892973,1763119468893852,25,10240,RCV
3ToV6FYLJzafPLLm,0,5,0,0,6,16,0,0,0,0,1763119468893898,1763119468893997,25,10240,RCV
3ToV6FYLJzafPLLm,7,0,0,0,0,0,3,0,0,0,1763119468893877,1763119468894203,25,10240,RCV
3ToV6FYLJzafPLLm,0,13,0,0,0,3,0,0,0,0,1763119468894085,1763119468894701,25,10240,RCV
3ToV6FYLJzafPLLm,13,0,0,0,0,0,17,0,0,3,1763119468894226,1763119468895176,25,10240,RCV
3ToV6FYLJzafPLLm,0,5,0,0,0,23,0,0,0,0,1763119468894840,1763119468895568,25,10240,RCV
3ToV6FYLJzafPLLm,0,1,0,0,3,5,0,0,0,0,1763119468895842,1763119469988365,25,10240,RCV
