id,packets_sent,packets_received,packets_lost,packets_duplicate,packets_discarded,acks_sent,acks_received,acks_lost,retransmits,sender_paused,start,end,buffer_capacity,payload_len,type
3ToV6FYLJzafPLLm,6,1,0,0,0,0,0,0,0,0,1763119468819959,1763119468820317,25,10240,SND
3ToV6FYLJzafPLLm,1,9,0,0,0,0,0,0,0,0,1763119468819818,1763119468820509,25,10240,RCV
3ToV6FYLJzafPLLm,15,0,0,0,0,0,2,0,0,0,1763119468820493,1763119468820872,25,10240,RCV
3ToV6FYLJzafPLLm,9,0,0,0,0,0,3,0,0,0,1763119468820911,1763119468821244,25,10240,RCV
3ToV6FYLJzafPLLm,8,0,0,0,0,0,10,0,0,2,1763119468821278,1763119468822409,25,10240,RCV
3ToV6FYLJzafPLLm,6,0,0,0,0,0,15,0,0,1,1763119468822451,1763119468823015,25,10240,RCV
3ToV6FYLJzafPLLm,11,0,0,0,0,0,6,0,0,1,1763119468823048,1763119468823659,25,10240,RCV
3ToV6FYLJzafPLLm,9,0,0,0,0,0,17,0,0,0,1763119468823692,1763119468824354,25,10240,RCV
3ToV6FYLJzafPLLm,10,0,0,0,0,0,8,0,0,0,1763119468824379,1763119468824857,25,10240,RCV
3ToV6FYLJzafPLLm,11,0,0,0,0,0,5,0,0,1,1763119468824890,1763119468825474,25,10240,RCV
3ToV6FYLJzafPLLm,9,0,0,0,0,0,17,0,0,0,1763119468825508,1763119468826109,25,10240,RCV
3ToV6FYLJzafPLLm,9,0,0,0,0,0,5,0,0,0,1763119468826217,1763119468826940,25,10240,RCV
3ToV6FYLJzafPLLm,8,0,0,0,0,0,5,0,0,0,1763119468826974,1763119468827463,25,10240,RCV
3ToV6FYLJzafPLLm,13,0,0,0,0,0,6,0,0,2,1763119468827518,1763119468828471,25,10240,RCV
3ToV6FYLJzafPLLm,10,0,0,0,0,0,20,0,0,1,1763119468828510,1763119468829504,25,10240,RCV
3ToV6FYLJzafPLLm,9,0,0,0,0,0,3,0,0,0,1763119468829669,1763119468830081,25,10240,RCV
3ToV6FYLJzafPLLm,7,0,0,0,0,0,20,0,0,1,1763119468830115,1763119468831239,25,10240,RCV
3ToV6FYLJzafPLLm,2,0,0,0,0,0,1,0,0,0,1763119468831292,1763119468831338,25,10240,RCV
